/Users/chunwei/research/TimeSeriesDB/UCRArchive2018/MixedShapesRegularTrain/MixedShapesRegularTrain_TRAIN,9,1,18,16,14,12,10,9,1,18,16,14,12,10
/Users/chunwei/research/TimeSeriesDB/UCRArchive2018/MixedShapesSmallTrain/MixedShapesSmallTrain_TRAIN,10,1,17,14,12,10,9,10,1,17,14,12,10,9
/Users/chunwei/research/TimeSeriesDB/UCRArchive2018/MoteStrain/MoteStrain_TRAIN,9,1,17,15,13,12,11,9,1,17,15,13,12,11
/Users/chunwei/research/TimeSeriesDB/UCRArchive2018/NonInvasiveFetalECGThorax1/NonInvasiveFetalECGThorax1_TRAIN,20,1,15,12,9,7,6,20,1,15,12,9,7,6
/Users/chunwei/research/TimeSeriesDB/UCRArchive2018/NonInvasiveFetalECGThorax2/NonInvasiveFetalECGThorax2_TRAIN,20,1,14,11,9,7,6,20,1,14,11,9,7,6
/Users/chunwei/research/TimeSeriesDB/UCRArchive2018/OSULeaf/OSULeaf_TRAIN,20,1,20,19,18,17,16,20,1,20,19,18,17,16
/Users/chunwei/research/TimeSeriesDB/UCRArchive2018/OliveOil/OliveOil_TRAIN,20,1,1,1,1,1,1,20,1,1,1,1,1,1
/Users/chunwei/research/TimeSeriesDB/UCRArchive2018/PLAID/PLAID_TRAIN,10,1,19,18,16,15,13,10,1,19,18,16,15,13
/Users/chunwei/research/TimeSeriesDB/UCRArchive2018/PhalangesOutlinesCorrect/PhalangesOutlinesCorrect_TRAIN,20,1,10,7,5,4,3,20,1,10,7,5,4,3
/Users/chunwei/research/TimeSeriesDB/UCRArchive2018/Phoneme/Phoneme_TRAIN,20,1,20,19,18,17,16,20,1,20,19,18,17,16
/Users/chunwei/research/TimeSeriesDB/UCRArchive2018/PickupGestureWiimoteZ/PickupGestureWiimoteZ_TRAIN,8,1,18,16,13,11,10,8,1,18,16,13,11,10
/Users/chunwei/research/TimeSeriesDB/UCRArchive2018/PigAirwayPressure/PigAirwayPressure_TRAIN,12,1,14,11,9,7,6,12,1,14,11,9,7,6
/Users/chunwei/research/TimeSeriesDB/UCRArchive2018/PigArtPressure/PigArtPressure_TRAIN,8,1,18,16,13,12,10,8,1,18,16,13,12,10
/Users/chunwei/research/TimeSeriesDB/UCRArchive2018/PigCVP/PigCVP_TRAIN,20,1,20,19,18,17,16,20,1,20,19,18,17,16
/Users/chunwei/research/TimeSeriesDB/UCRArchive2018/Plane/Plane_TRAIN,11,1,14,11,9,8,7,11,1,14,11,9,8,7
/Users/chunwei/research/TimeSeriesDB/UCRArchive2018/PowerCons/PowerCons_TRAIN,20,1,20,19,18,17,16,20,1,20,19,18,17,16
/Users/chunwei/research/TimeSeriesDB/UCRArchive2018/ProximalPhalanxOutlineAgeGroup/ProximalPhalanxOutlineAgeGroup_TRAIN,20,1,6,4,2,2,2,20,1,6,4,2,2,2
/Users/chunwei/research/TimeSeriesDB/UCRArchive2018/ProximalPhalanxOutlineCorrect/ProximalPhalanxOutlineCorrect_TRAIN,20,1,4,3,2,2,1,20,1,4,3,2,2,1
/Users/chunwei/research/TimeSeriesDB/UCRArchive2018/ProximalPhalanxTW/ProximalPhalanxTW_TRAIN,20,1,6,4,2,2,2,20,1,6,4,2,2,2
/Users/chunwei/research/TimeSeriesDB/UCRArchive2018/RefrigerationDevices/RefrigerationDevices_TRAIN,20,1,20,19,18,17,16,20,1,20,19,18,17,16
/Users/chunwei/research/TimeSeriesDB/UCRArchive2018/Rock/Rock_TRAIN,8,1,17,14,11,9,7,8,1,17,14,11,9,7
/Users/chunwei/research/TimeSeriesDB/UCRArchive2018/ScreenType/ScreenType_TRAIN,12,1,19,18,17,16,15,12,1,19,18,17,16,15
/Users/chunwei/research/TimeSeriesDB/UCRArchive2018/SemgHandGenderCh2/SemgHandGenderCh2_TRAIN,20,1,20,19,18,17,16,20,1,20,19,18,17,16
/Users/chunwei/research/TimeSeriesDB/UCRArchive2018/SemgHandMovementCh2/SemgHandMovementCh2_TRAIN,20,1,20,19,18,17,16,20,1,20,19,18,17,16
/Users/chunwei/research/TimeSeriesDB/UCRArchive2018/SemgHandSubjectCh2/SemgHandSubjectCh2_TRAIN,20,1,20,19,18,17,16,20,1,20,19,18,17,16
/Users/chunwei/research/TimeSeriesDB/UCRArchive2018/ShakeGestureWiimoteZ/ShakeGestureWiimoteZ_TRAIN,13,1,20,19,18,17,16,13,1,20,19,18,17,16
/Users/chunwei/research/TimeSeriesDB/UCRArchive2018/ShapeletSim/ShapeletSim_TRAIN,20,1,20,19,18,17,16,20,1,20,19,18,17,16
/Users/chunwei/research/TimeSeriesDB/UCRArchive2018/ShapesAll/ShapesAll_TRAIN,9,1,17,16,14,12,11,9,1,17,16,14,12,11
/Users/chunwei/research/TimeSeriesDB/UCRArchive2018/SmallKitchenAppliances/SmallKitchenAppliances_TRAIN,13,1,18,17,16,15,14,13,1,18,17,16,15,14
/Users/chunwei/research/TimeSeriesDB/UCRArchive2018/SmoothSubspace/SmoothSubspace_TRAIN,19,1,20,19,18,17,16,19,1,20,19,18,17,16
/Users/chunwei/research/TimeSeriesDB/UCRArchive2018/SonyAIBORobotSurface1/SonyAIBORobotSurface1_TRAIN,10,1,18,16,14,12,10,10,1,18,16,14,12,10
/Users/chunwei/research/TimeSeriesDB/UCRArchive2018/SonyAIBORobotSurface2/SonyAIBORobotSurface2_TRAIN,9,1,19,17,15,13,12,9,1,19,17,15,13,12
